"","tmp.dates","date.begin","date.end","qf.lst"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2016-12-01_1km.tif","2016-12-01",2016-12-01,2016-12-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-01-01_1km.tif","2017-01-01",2017-01-01,2017-01-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-02-01_1km.tif","2017-02-01",2017-02-01,2017-02-28,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-03-01_1km.tif","2017-03-01",2017-03-01,2017-03-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-04-01_1km.tif","2017-04-01",2017-04-01,2017-04-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-05-01_1km.tif","2017-05-01",2017-05-01,2017-05-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-06-01_1km.tif","2017-06-01",2017-06-01,2017-06-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-07-01_1km.tif","2017-07-01",2017-07-01,2017-07-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-08-01_1km.tif","2017-08-01",2017-08-01,2017-08-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-09-01_1km.tif","2017-09-01",2017-09-01,2017-09-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-10-01_1km.tif","2017-10-01",2017-10-01,2017-10-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-11-01_1km.tif","2017-11-01",2017-11-01,2017-11-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2017-12-01_1km.tif","2017-12-01",2017-12-01,2017-12-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-01-01_1km.tif","2018-01-01",2018-01-01,2018-01-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-02-01_1km.tif","2018-02-01",2018-02-01,2018-02-28,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-03-01_1km.tif","2018-03-01",2018-03-01,2018-03-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-04-01_1km.tif","2018-04-01",2018-04-01,2018-04-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-05-01_1km.tif","2018-05-01",2018-05-01,2018-05-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-06-01_1km.tif","2018-06-01",2018-06-01,2018-06-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-07-01_1km.tif","2018-07-01",2018-07-01,2018-07-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-08-01_1km.tif","2018-08-01",2018-08-01,2018-08-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-09-01_1km.tif","2018-09-01",2018-09-01,2018-09-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-10-01_1km.tif","2018-10-01",2018-10-01,2018-10-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-11-01_1km.tif","2018-11-01",2018-11-01,2018-11-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2018-12-01_1km.tif","2018-12-01",2018-12-01,2018-12-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-01-01_1km.tif","2019-01-01",2019-01-01,2019-01-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-02-01_1km.tif","2019-02-01",2019-02-01,2019-02-28,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-03-01_1km.tif","2019-03-01",2019-03-01,2019-03-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-04-01_1km.tif","2019-04-01",2019-04-01,2019-04-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-05-01_1km.tif","2019-05-01",2019-05-01,2019-05-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-06-01_1km.tif","2019-06-01",2019-06-01,2019-06-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-07-01_1km.tif","2019-07-01",2019-07-01,2019-07-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-08-01_1km.tif","2019-08-01",2019-08-01,2019-08-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-09-01_1km.tif","2019-09-01",2019-09-01,2019-09-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-10-01_1km.tif","2019-10-01",2019-10-01,2019-10-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-11-01_1km.tif","2019-11-01",2019-11-01,2019-11-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2019-12-01_1km.tif","2019-12-01",2019-12-01,2019-12-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-01-01_1km.tif","2020-01-01",2020-01-01,2020-01-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-02-01_1km.tif","2020-02-01",2020-02-01,2020-02-29,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-03-01_1km.tif","2020-03-01",2020-03-01,2020-03-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-04-01_1km.tif","2020-04-01",2020-04-01,2020-04-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-05-01_1km.tif","2020-05-01",2020-05-01,2020-05-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-06-01_1km.tif","2020-06-01",2020-06-01,2020-06-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-07-01_1km.tif","2020-07-01",2020-07-01,2020-07-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-08-01_1km.tif","2020-08-01",2020-08-01,2020-08-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-09-01_1km.tif","2020-09-01",2020-09-01,2020-09-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-10-01_1km.tif","2020-10-01",2020-10-01,2020-10-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-11-01_1km.tif","2020-11-01",2020-11-01,2020-11-30,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.5_2020-12-01_1km.tif","2020-12-01",2020-12-01,2020-12-31,"d"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-02-01_1km.tif","2000-02-01",2000-02-01,2000-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-03-01_1km.tif","2000-03-01",2000-03-01,2000-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-04-01_1km.tif","2000-04-01",2000-04-01,2000-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-05-01_1km.tif","2000-05-01",2000-05-01,2000-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-06-01_1km.tif","2000-06-01",2000-06-01,2000-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-07-01_1km.tif","2000-07-01",2000-07-01,2000-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-08-01_1km.tif","2000-08-01",2000-08-01,2000-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-09-01_1km.tif","2000-09-01",2000-09-01,2000-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-10-01_1km.tif","2000-10-01",2000-10-01,2000-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-11-01_1km.tif","2000-11-01",2000-11-01,2000-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2000-12-01_1km.tif","2000-12-01",2000-12-01,2000-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-01-01_1km.tif","2001-01-01",2001-01-01,2001-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-02-01_1km.tif","2001-02-01",2001-02-01,2001-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-03-01_1km.tif","2001-03-01",2001-03-01,2001-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-04-01_1km.tif","2001-04-01",2001-04-01,2001-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-05-01_1km.tif","2001-05-01",2001-05-01,2001-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-06-01_1km.tif","2001-06-01",2001-06-01,2001-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-07-01_1km.tif","2001-07-01",2001-07-01,2001-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-08-01_1km.tif","2001-08-01",2001-08-01,2001-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-09-01_1km.tif","2001-09-01",2001-09-01,2001-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-10-01_1km.tif","2001-10-01",2001-10-01,2001-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-11-01_1km.tif","2001-11-01",2001-11-01,2001-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2001-12-01_1km.tif","2001-12-01",2001-12-01,2001-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-01-01_1km.tif","2002-01-01",2002-01-01,2002-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-02-01_1km.tif","2002-02-01",2002-02-01,2002-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-03-01_1km.tif","2002-03-01",2002-03-01,2002-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-04-01_1km.tif","2002-04-01",2002-04-01,2002-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-05-01_1km.tif","2002-05-01",2002-05-01,2002-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-06-01_1km.tif","2002-06-01",2002-06-01,2002-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-07-01_1km.tif","2002-07-01",2002-07-01,2002-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-08-01_1km.tif","2002-08-01",2002-08-01,2002-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-09-01_1km.tif","2002-09-01",2002-09-01,2002-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-10-01_1km.tif","2002-10-01",2002-10-01,2002-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-11-01_1km.tif","2002-11-01",2002-11-01,2002-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2002-12-01_1km.tif","2002-12-01",2002-12-01,2002-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-01-01_1km.tif","2003-01-01",2003-01-01,2003-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-02-01_1km.tif","2003-02-01",2003-02-01,2003-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-03-01_1km.tif","2003-03-01",2003-03-01,2003-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-04-01_1km.tif","2003-04-01",2003-04-01,2003-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-05-01_1km.tif","2003-05-01",2003-05-01,2003-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-06-01_1km.tif","2003-06-01",2003-06-01,2003-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-07-01_1km.tif","2003-07-01",2003-07-01,2003-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-08-01_1km.tif","2003-08-01",2003-08-01,2003-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-09-01_1km.tif","2003-09-01",2003-09-01,2003-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-10-01_1km.tif","2003-10-01",2003-10-01,2003-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-11-01_1km.tif","2003-11-01",2003-11-01,2003-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2003-12-01_1km.tif","2003-12-01",2003-12-01,2003-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-01-01_1km.tif","2004-01-01",2004-01-01,2004-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-02-01_1km.tif","2004-02-01",2004-02-01,2004-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-03-01_1km.tif","2004-03-01",2004-03-01,2004-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-04-01_1km.tif","2004-04-01",2004-04-01,2004-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-05-01_1km.tif","2004-05-01",2004-05-01,2004-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-06-01_1km.tif","2004-06-01",2004-06-01,2004-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-07-01_1km.tif","2004-07-01",2004-07-01,2004-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-08-01_1km.tif","2004-08-01",2004-08-01,2004-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-09-01_1km.tif","2004-09-01",2004-09-01,2004-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-10-01_1km.tif","2004-10-01",2004-10-01,2004-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-11-01_1km.tif","2004-11-01",2004-11-01,2004-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2004-12-01_1km.tif","2004-12-01",2004-12-01,2004-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-01-01_1km.tif","2005-01-01",2005-01-01,2005-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-02-01_1km.tif","2005-02-01",2005-02-01,2005-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-03-01_1km.tif","2005-03-01",2005-03-01,2005-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-04-01_1km.tif","2005-04-01",2005-04-01,2005-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-05-01_1km.tif","2005-05-01",2005-05-01,2005-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-06-01_1km.tif","2005-06-01",2005-06-01,2005-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-07-01_1km.tif","2005-07-01",2005-07-01,2005-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-08-01_1km.tif","2005-08-01",2005-08-01,2005-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-09-01_1km.tif","2005-09-01",2005-09-01,2005-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-10-01_1km.tif","2005-10-01",2005-10-01,2005-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-11-01_1km.tif","2005-11-01",2005-11-01,2005-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2005-12-01_1km.tif","2005-12-01",2005-12-01,2005-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-01-01_1km.tif","2006-01-01",2006-01-01,2006-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-02-01_1km.tif","2006-02-01",2006-02-01,2006-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-03-01_1km.tif","2006-03-01",2006-03-01,2006-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-04-01_1km.tif","2006-04-01",2006-04-01,2006-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-05-01_1km.tif","2006-05-01",2006-05-01,2006-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-06-01_1km.tif","2006-06-01",2006-06-01,2006-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-07-01_1km.tif","2006-07-01",2006-07-01,2006-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-08-01_1km.tif","2006-08-01",2006-08-01,2006-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-09-01_1km.tif","2006-09-01",2006-09-01,2006-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-10-01_1km.tif","2006-10-01",2006-10-01,2006-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-11-01_1km.tif","2006-11-01",2006-11-01,2006-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2006-12-01_1km.tif","2006-12-01",2006-12-01,2006-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-01-01_1km.tif","2007-01-01",2007-01-01,2007-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-02-01_1km.tif","2007-02-01",2007-02-01,2007-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-03-01_1km.tif","2007-03-01",2007-03-01,2007-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-04-01_1km.tif","2007-04-01",2007-04-01,2007-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-05-01_1km.tif","2007-05-01",2007-05-01,2007-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-06-01_1km.tif","2007-06-01",2007-06-01,2007-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-07-01_1km.tif","2007-07-01",2007-07-01,2007-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-08-01_1km.tif","2007-08-01",2007-08-01,2007-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-09-01_1km.tif","2007-09-01",2007-09-01,2007-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-10-01_1km.tif","2007-10-01",2007-10-01,2007-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-11-01_1km.tif","2007-11-01",2007-11-01,2007-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2007-12-01_1km.tif","2007-12-01",2007-12-01,2007-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-01-01_1km.tif","2008-01-01",2008-01-01,2008-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-02-01_1km.tif","2008-02-01",2008-02-01,2008-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-03-01_1km.tif","2008-03-01",2008-03-01,2008-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-04-01_1km.tif","2008-04-01",2008-04-01,2008-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-05-01_1km.tif","2008-05-01",2008-05-01,2008-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-06-01_1km.tif","2008-06-01",2008-06-01,2008-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-07-01_1km.tif","2008-07-01",2008-07-01,2008-07-31,"u0.95"
