"","tmp.dates","date.begin","date.end","qf.lst"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-08-01_1km.tif","2008-08-01",2008-08-01,2008-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-09-01_1km.tif","2008-09-01",2008-09-01,2008-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-10-01_1km.tif","2008-10-01",2008-10-01,2008-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-11-01_1km.tif","2008-11-01",2008-11-01,2008-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2008-12-01_1km.tif","2008-12-01",2008-12-01,2008-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-01-01_1km.tif","2009-01-01",2009-01-01,2009-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-02-01_1km.tif","2009-02-01",2009-02-01,2009-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-03-01_1km.tif","2009-03-01",2009-03-01,2009-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-04-01_1km.tif","2009-04-01",2009-04-01,2009-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-05-01_1km.tif","2009-05-01",2009-05-01,2009-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-06-01_1km.tif","2009-06-01",2009-06-01,2009-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-07-01_1km.tif","2009-07-01",2009-07-01,2009-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-08-01_1km.tif","2009-08-01",2009-08-01,2009-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-09-01_1km.tif","2009-09-01",2009-09-01,2009-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-10-01_1km.tif","2009-10-01",2009-10-01,2009-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-11-01_1km.tif","2009-11-01",2009-11-01,2009-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2009-12-01_1km.tif","2009-12-01",2009-12-01,2009-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-01-01_1km.tif","2010-01-01",2010-01-01,2010-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-02-01_1km.tif","2010-02-01",2010-02-01,2010-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-03-01_1km.tif","2010-03-01",2010-03-01,2010-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-04-01_1km.tif","2010-04-01",2010-04-01,2010-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-05-01_1km.tif","2010-05-01",2010-05-01,2010-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-06-01_1km.tif","2010-06-01",2010-06-01,2010-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-07-01_1km.tif","2010-07-01",2010-07-01,2010-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-08-01_1km.tif","2010-08-01",2010-08-01,2010-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-09-01_1km.tif","2010-09-01",2010-09-01,2010-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-10-01_1km.tif","2010-10-01",2010-10-01,2010-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-11-01_1km.tif","2010-11-01",2010-11-01,2010-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2010-12-01_1km.tif","2010-12-01",2010-12-01,2010-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-01-01_1km.tif","2011-01-01",2011-01-01,2011-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-02-01_1km.tif","2011-02-01",2011-02-01,2011-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-03-01_1km.tif","2011-03-01",2011-03-01,2011-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-04-01_1km.tif","2011-04-01",2011-04-01,2011-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-05-01_1km.tif","2011-05-01",2011-05-01,2011-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-06-01_1km.tif","2011-06-01",2011-06-01,2011-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-07-01_1km.tif","2011-07-01",2011-07-01,2011-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-08-01_1km.tif","2011-08-01",2011-08-01,2011-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-09-01_1km.tif","2011-09-01",2011-09-01,2011-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-10-01_1km.tif","2011-10-01",2011-10-01,2011-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-11-01_1km.tif","2011-11-01",2011-11-01,2011-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2011-12-01_1km.tif","2011-12-01",2011-12-01,2011-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-01-01_1km.tif","2012-01-01",2012-01-01,2012-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-02-01_1km.tif","2012-02-01",2012-02-01,2012-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-03-01_1km.tif","2012-03-01",2012-03-01,2012-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-04-01_1km.tif","2012-04-01",2012-04-01,2012-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-05-01_1km.tif","2012-05-01",2012-05-01,2012-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-06-01_1km.tif","2012-06-01",2012-06-01,2012-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-07-01_1km.tif","2012-07-01",2012-07-01,2012-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-08-01_1km.tif","2012-08-01",2012-08-01,2012-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-09-01_1km.tif","2012-09-01",2012-09-01,2012-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-10-01_1km.tif","2012-10-01",2012-10-01,2012-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-11-01_1km.tif","2012-11-01",2012-11-01,2012-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2012-12-01_1km.tif","2012-12-01",2012-12-01,2012-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-01-01_1km.tif","2013-01-01",2013-01-01,2013-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-02-01_1km.tif","2013-02-01",2013-02-01,2013-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-03-01_1km.tif","2013-03-01",2013-03-01,2013-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-04-01_1km.tif","2013-04-01",2013-04-01,2013-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-05-01_1km.tif","2013-05-01",2013-05-01,2013-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-06-01_1km.tif","2013-06-01",2013-06-01,2013-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-07-01_1km.tif","2013-07-01",2013-07-01,2013-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-08-01_1km.tif","2013-08-01",2013-08-01,2013-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-09-01_1km.tif","2013-09-01",2013-09-01,2013-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-10-01_1km.tif","2013-10-01",2013-10-01,2013-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-11-01_1km.tif","2013-11-01",2013-11-01,2013-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2013-12-01_1km.tif","2013-12-01",2013-12-01,2013-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-01-01_1km.tif","2014-01-01",2014-01-01,2014-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-02-01_1km.tif","2014-02-01",2014-02-01,2014-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-03-01_1km.tif","2014-03-01",2014-03-01,2014-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-04-01_1km.tif","2014-04-01",2014-04-01,2014-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-05-01_1km.tif","2014-05-01",2014-05-01,2014-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-06-01_1km.tif","2014-06-01",2014-06-01,2014-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-07-01_1km.tif","2014-07-01",2014-07-01,2014-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-08-01_1km.tif","2014-08-01",2014-08-01,2014-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-09-01_1km.tif","2014-09-01",2014-09-01,2014-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-10-01_1km.tif","2014-10-01",2014-10-01,2014-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-11-01_1km.tif","2014-11-01",2014-11-01,2014-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2014-12-01_1km.tif","2014-12-01",2014-12-01,2014-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-01-01_1km.tif","2015-01-01",2015-01-01,2015-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-02-01_1km.tif","2015-02-01",2015-02-01,2015-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-03-01_1km.tif","2015-03-01",2015-03-01,2015-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-04-01_1km.tif","2015-04-01",2015-04-01,2015-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-05-01_1km.tif","2015-05-01",2015-05-01,2015-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-06-01_1km.tif","2015-06-01",2015-06-01,2015-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-07-01_1km.tif","2015-07-01",2015-07-01,2015-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-08-01_1km.tif","2015-08-01",2015-08-01,2015-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-09-01_1km.tif","2015-09-01",2015-09-01,2015-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-10-01_1km.tif","2015-10-01",2015-10-01,2015-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-11-01_1km.tif","2015-11-01",2015-11-01,2015-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2015-12-01_1km.tif","2015-12-01",2015-12-01,2015-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-01-01_1km.tif","2016-01-01",2016-01-01,2016-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-02-01_1km.tif","2016-02-01",2016-02-01,2016-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-03-01_1km.tif","2016-03-01",2016-03-01,2016-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-04-01_1km.tif","2016-04-01",2016-04-01,2016-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-05-01_1km.tif","2016-05-01",2016-05-01,2016-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-06-01_1km.tif","2016-06-01",2016-06-01,2016-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-07-01_1km.tif","2016-07-01",2016-07-01,2016-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-08-01_1km.tif","2016-08-01",2016-08-01,2016-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-09-01_1km.tif","2016-09-01",2016-09-01,2016-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-10-01_1km.tif","2016-10-01",2016-10-01,2016-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-11-01_1km.tif","2016-11-01",2016-11-01,2016-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2016-12-01_1km.tif","2016-12-01",2016-12-01,2016-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-01-01_1km.tif","2017-01-01",2017-01-01,2017-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-02-01_1km.tif","2017-02-01",2017-02-01,2017-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-03-01_1km.tif","2017-03-01",2017-03-01,2017-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-04-01_1km.tif","2017-04-01",2017-04-01,2017-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-05-01_1km.tif","2017-05-01",2017-05-01,2017-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-06-01_1km.tif","2017-06-01",2017-06-01,2017-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-07-01_1km.tif","2017-07-01",2017-07-01,2017-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-08-01_1km.tif","2017-08-01",2017-08-01,2017-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-09-01_1km.tif","2017-09-01",2017-09-01,2017-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-10-01_1km.tif","2017-10-01",2017-10-01,2017-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-11-01_1km.tif","2017-11-01",2017-11-01,2017-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2017-12-01_1km.tif","2017-12-01",2017-12-01,2017-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-01-01_1km.tif","2018-01-01",2018-01-01,2018-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-02-01_1km.tif","2018-02-01",2018-02-01,2018-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-03-01_1km.tif","2018-03-01",2018-03-01,2018-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-04-01_1km.tif","2018-04-01",2018-04-01,2018-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-05-01_1km.tif","2018-05-01",2018-05-01,2018-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-06-01_1km.tif","2018-06-01",2018-06-01,2018-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-07-01_1km.tif","2018-07-01",2018-07-01,2018-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-08-01_1km.tif","2018-08-01",2018-08-01,2018-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-09-01_1km.tif","2018-09-01",2018-09-01,2018-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-10-01_1km.tif","2018-10-01",2018-10-01,2018-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-11-01_1km.tif","2018-11-01",2018-11-01,2018-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2018-12-01_1km.tif","2018-12-01",2018-12-01,2018-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-01-01_1km.tif","2019-01-01",2019-01-01,2019-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-02-01_1km.tif","2019-02-01",2019-02-01,2019-02-28,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-03-01_1km.tif","2019-03-01",2019-03-01,2019-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-04-01_1km.tif","2019-04-01",2019-04-01,2019-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-05-01_1km.tif","2019-05-01",2019-05-01,2019-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-06-01_1km.tif","2019-06-01",2019-06-01,2019-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-07-01_1km.tif","2019-07-01",2019-07-01,2019-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-08-01_1km.tif","2019-08-01",2019-08-01,2019-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-09-01_1km.tif","2019-09-01",2019-09-01,2019-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-10-01_1km.tif","2019-10-01",2019-10-01,2019-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-11-01_1km.tif","2019-11-01",2019-11-01,2019-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2019-12-01_1km.tif","2019-12-01",2019-12-01,2019-12-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-01-01_1km.tif","2020-01-01",2020-01-01,2020-01-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-02-01_1km.tif","2020-02-01",2020-02-01,2020-02-29,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-03-01_1km.tif","2020-03-01",2020-03-01,2020-03-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-04-01_1km.tif","2020-04-01",2020-04-01,2020-04-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-05-01_1km.tif","2020-05-01",2020-05-01,2020-05-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-06-01_1km.tif","2020-06-01",2020-06-01,2020-06-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-07-01_1km.tif","2020-07-01",2020-07-01,2020-07-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-08-01_1km.tif","2020-08-01",2020-08-01,2020-08-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-09-01_1km.tif","2020-09-01",2020-09-01,2020-09-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-10-01_1km.tif","2020-10-01",2020-10-01,2020-10-31,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-11-01_1km.tif","2020-11-01",2020-11-01,2020-11-30,"u0.95"
"/data/MODIS_work/MOD11A2m/MOD11A2_LST_q0.95_2020-12-01_1km.tif","2020-12-01",2020-12-01,2020-12-31,"u0.95"
